game_name,release_date,Added to Service,Removed from Service,metacritic_score,publisher,developer,System
Just Die Already,5/20/2021,4/28/2022,5/5/2022,,"Curve Digital, DoubleMoose",DoubleMoose,
Riverbond,6/9/2019,4/21/2022,4/28/2022,,Cococucumber,Cococucumber,
Amnesia: Rebirth,10/20/2020,4/21/2022,4/28/2022,78.0,Frictional Games,Frictional Games,
XCOM 2,2/4/2016,4/14/2022,4/21/2022,88.0,"2K Games, Feral Interactive","Feral Interactive, 2K, Firaxis",
Insurmountable,4/28/2021,4/14/2022,4/21/2022,,"Daedalic Entertainment, ByteRockers' Games",ByteRockers' Games,
Rogue Legacy,6/27/2013,4/7/2022,4/14/2022,85.0,"8-4, Cellar Door Games","Abstraction Games, 8-4, Cellar Door Games",
The Vanishing of Ethan Carter,7/15/2015,4/7/2022,4/14/2022,80.0,The Astronauts,The Astronauts,
Total War: Warhammer,5/24/2016,3/31/2022,4/7/2022,86.0,"SEGA, Feral Interactive","Feral Interactive, Creative Assembly",
City of Brass,5/4/2018,3/31/2022,4/7/2022,,Uppercut Games,Uppercut Games,
Demon’s Tilt,12/6/2019,3/24/2022,3/31/2022,,FLARB,"WIZNWAR, FLARB",
In Sound Mind,9/28/2021,3/17/2022,3/24/2022,74.0,"Modus Games, We Create Stuff",We Create Stuff,
Cities: Skylines,3/10/2015,3/10/2022,3/17/2022,85.0,Paradox Interactive,Colossal Order,
Centipede: Recharged,9/28/2021,3/3/2022,3/10/2022,,Atari,"SneakyBox, Adamvision Studios",
Black Widow: Recharged,10/27/2021,3/3/2022,3/10/2022,,Atari,"SneakyBox, Adamvision Studios",
Dauntless Epic Slayer Kit,5/21/2019,3/3/2022,3/10/2022,78.0,"INFORMATION SOLUTIONS GROUP, Phoenix Labs","ISOLGAMES, Phoenix Games, Phoenix Labs",
Cris Tales,7/20/2021,2/24/2022,3/3/2022,73.0,Modus Games,"Dreams Uncorporated, SYCK",
Brothers: A Tale of Two Sons,8/7/2013,2/17/2022,2/24/2022,90.0,"505 Games, Parables Games","Starbreeze Studios, Parables Games",
Windbound,8/27/2020,2/10/2022,2/17/2022,63.0,Deep Silver,5 Lives Studios,
Yooka-Laylee and the Impossible Lair,10/7/2019,2/3/2022,2/10/2022,82.0,Team17 Digital,"Playtonic Games, playtronic",
Daemon X Machina,9/13/2019,1/27/2022,2/3/2022,70.0,"Nintendo, XSEED Games, Marvelous USA, Marvelous",Marvelous,
Relicta,8/3/2020,1/20/2022,1/27/2022,74.0,"Ravenscourt, Mighty Polygon",Mighty Polygon,
Galactic Civilizations III,5/13/2015,1/13/2022,1/20/2022,81.0,Stardock Entertainment,Stardock Entertainment,
Gods Will Fall,1/29/2021,1/6/2022,1/13/2022,66.0,Deep Silver,"Clever Beans, Cleaver Beans",
Rise of the Tomb Raider: 20 Year Celebration,2/8/2016,12/31/2021,1/6/2022,88.0,"Square Enix, Microsoft Studios, Crystal Dynamics","Crystal Dynamics, Eidos Montreal, Nixxes",
Tomb Raider Game of the Year Edition,1/31/2014,12/31/2021,1/6/2022,86.0,"Square Enix, Feral Interactive","Feral Interactive, Square Enix, NVIDIA Lightspeed Studios, Crystal Dynamics",
Salt and Sanctuary,3/15/2016,12/29/2021,12/30/2021,84.0,Ska Studios,Ska Studios,
Pathfinder: Kingmaker,9/25/2018,12/24/2021,12/25/2021,73.0,Deep Silver,Owlcat Games,
Vampyr,6/4/2018,12/23/2021,12/24/2021,70.0,Focus Home Interactive,DONTNOD Entertainment,
Mutant Year Zero: Road to Eden,12/3/2018,12/22/2021,12/23/2021,78.0,Funcom,"The Bearded Ladies, Funcom Oslo A/S, The Bearded Ladies Consulting",
Remnant: From the Ashes,8/20/2019,12/18/2021,12/19/2021,76.0,Perfect World Entertainment,"Gunfire Games, Perfect World Entertainment",
Neon Abyss,7/13/2020,12/17/2021,12/18/2021,78.0,"Team17 Digital, VEEWO GAMES","Veewo Games, Veewo",
Shenmue III,11/19/2019,12/16/2021,12/17/2021,68.0,"Sony Computer Entertainment, Deep Silver","Deep Silver, Ys Net",
Prison Architect,10/5/2015,12/9/2021,12/16/2021,83.0,Introversion Software,"Double Eleven, Introversion Software",
Godfall Challenger Edition,7/6/2017,12/9/2021,12/16/2021,,Monstrum,Monstrum,
while True: learn(),3/28/2018,12/2/2021,12/9/2021,73.0,"Nival, Nival Interactive, NIVAL INTERNATIONAL","Nival Interactive, Luden.io",
Dead by Daylight,6/14/2016,12/2/2021,12/9/2021,72.0,"Koch Media, Behaviour Interactive, Starbreeze Studios","Behaviour Interactive, Behaviour Digital",
Antstream Epic Welcome Pack,11/12/2018,11/25/2021,12/2/2021,,,Lucid Publishing,
Guild of Dungeoneering,7/13/2015,11/18/2021,11/25/2021,72.0,"Versus Evil, Gambrinous","Versus Evil, Gambrinous",
Kid A Mnesia Exhibition,11/18/2021,11/18/2021,11/25/2021,,,,
Rogue Company Season Four Epic Pack,5/11/2021,11/11/2021,11/18/2021,,,,
Tiny Tina’s Assault on Dragon Keep,6/25/2013,11/11/2021,11/18/2021,,2K Games,Gearbox Software,
Aven Colony,7/24/2017,11/4/2021,11/11/2021,65.0,Team17 Digital,"Team17 Digital, Mothership Entertainment",
DARQ: Complete Edition,11/7/2017,10/28/2021,11/4/2021,84.0,Koei Tecmo Games,Koei Tecmo,
Among the Sleep: Enhanced Edition,5/28/2014,10/21/2021,10/28/2021,66.0,Krillbite Studio,"Krillbite Studio, KrillbiteStudio",
Stubbs the Zombie in Rebel Without a Pulse,11/21/2005,10/14/2021,10/21/2021,65.0,Aspyr,"Aspyr Media, Wideload Games",
Paladins Epic Pack,2/23/2017,10/14/2021,10/21/2021,,Hi-Rez Studios,Hi-Rez Studios,
PC Building Simulator,3/27/2018,10/7/2021,10/14/2021,,Irregular,"Claudiu Kiss, The Irregular",
2064: Read Only Memories,10/5/2015,9/30/2021,10/7/2021,,MidBoss,"MidBoss, charblar, Kossio, JJSignal",
The Escapists,2/12/2015,9/23/2021,9/30/2021,71.0,Team17 Digital,"Team17 Digital, Mouldy Toof Studios",
Tharsis,1/10/2016,9/16/2021,9/23/2021,61.0,"Choice Provisions, QubicGames",Choice Provisions,
Speed Brawl,9/17/2018,9/16/2021,9/23/2021,,Kongregate,"Kongregate, Double Stallion",
Sheltered,9/4/2015,9/9/2021,9/16/2021,66.0,Team17 Digital,"Team17 Digital, Unicube",
Nioh: The Complete Edition,11/7/2017,9/9/2021,9/16/2021,84.0,Koei Tecmo Games,Koei Tecmo,
Yoku’s Island Express,5/28/2018,9/2/2021,9/9/2021,,"Team17 Digital, Villa Gorilla","Team17 Digital, Villa Gorilla",
Automachef,7/23/2019,8/26/2021,9/2/2021,70.0,Team17 Digital,"Team17 Digital, Hermes Interactive",
Saints Row: The Third Remastered,5/22/2020,8/26/2021,9/2/2021,73.0,Deep Silver,"Volition, Sperasoft",
Yooka-Laylee,3/31/2017,8/19/2021,8/26/2021,73.0,Team17 Digital,"Team17 Digital, Playtonic Games",
Void Bastards,5/28/2019,8/19/2021,8/26/2021,78.0,"Humble Games, Humble Bundle",Blue Manchu,
Rebel Galaxy,10/19/2015,8/12/2021,8/19/2021,72.0,"Double Damage Games, Double Damage Games.",Double Damage Games,
Minit,4/2/2018,8/5/2021,8/12/2021,78.0,"Devolver Digital, GHI Media","Devolver Digital, JW, Kitty, Jukio, and Dom, JW, Kitty, Jukio, and Dominik, JW, Kitty, Jukio, and Dom",
Train Sim World 2,8/20/2020,7/29/2021,8/5/2021,,Dovetail Games - TSW,Dovetail Games,
Mothergunship,7/16/2018,7/29/2021,8/5/2021,76.0,"Versus Evil, Grip Digital","Grip Digital, Terrible Posture Games",
Verdun,4/28/2015,7/22/2021,7/29/2021,70.0,"M2H, Blackmill Games, M2H & BlackMill Games","M2H, Blackmill Games",
Defense Grid: The Awakening,12/8/2008,7/22/2021,7/29/2021,81.0,Hidden Path Entertainment,Hidden Path Entertainment,
Obduction,8/23/2016,7/15/2021,7/22/2021,76.0,Cyan Worlds,Cyan Worlds,
Offworld Trading Company,4/27/2016,7/15/2021,7/22/2021,78.0,Stardock Entertainment,Mohawk Games,
Ironcast,3/26/2015,7/8/2021,7/15/2021,75.0,Ripstone,Dreadbit,
Bridge Constructor: The Walking Dead,11/18/2020,7/8/2021,7/15/2021,72.0,Headup Games,ClockStone,
The Spectrum Retreat,7/10/2018,7/1/2021,7/8/2021,,Ripstone,"Ripstone, Dan Smith Studios",
Sonic Mania,8/15/2017,6/24/2021,7/1/2021,85.0,SEGA,"SEGA, Christian Whitehead, Headcannon, PagodaWest Games",
Overcooked! 2,8/6/2018,6/17/2021,6/24/2021,82.0,Team17 Digital,"Team17 Digital, Ghost Town Games",
Hell Is Other Demons,4/18/2019,6/17/2021,6/24/2021,,Kongregate,Cuddle Monster Games,
Frostpunk,4/24/2018,6/3/2021,6/10/2021,85.0,11 bit studios,11 Bit Studios,
Among Us,7/25/2018,5/27/2021,6/3/2021,82.0,Innersloth,Innersloth,
NBA 2K21,9/4/2020,5/20/2021,5/27/2021,72.0,2K Games,"Visual Concepts, 2K Sports",
The Lion’s Song,7/12/2017,5/13/2021,5/20/2021,,Mi'pu'mi Games,"Mi'pu'mi Games, Mipumi Games",
Pine,10/10/2019,5/6/2021,5/13/2021,48.0,Kongregate,Twirlbound,
World of Warships Exclusive Starter Pack,10/7/2022,5/6/2021,5/13/2021,,Wargaming,Wargaming Group,
Hand of Fate 2,11/6/2017,4/22/2021,4/29/2021,81.0,Defiant Development,Defiant Development,
Alien: Isolation,10/5/2014,4/22/2021,4/29/2021,81.0,"SEGA, Feral Interactive","Feral Interactive, SEGA, Creative Assembly",
The First Tree,9/13/2017,4/15/2021,4/22/2021,,"GHI Media, LLC, David Wehle","David Wehle, Whelly",
Ken Follett’s The Pillars of the Earth,8/15/2017,4/15/2021,4/22/2021,79.0,Daedalic Entertainment,Daedalic Entertainment,
Deponia: The Complete Journey,6/3/2014,4/15/2021,4/22/2021,,Daedalic Entertainment,Daedalic Entertainment,
3 out of 10: Season Two,4/8/2021,4/8/2021,4/15/2021,,Terrible Posture Games,Terrible Posture Games,
Tales of the Neon Sea,11/23/2018,4/1/2021,4/8/2021,,"Thermite Games, Zodiac Interactive, Boke Technology Company","Zodiac Interactive, Boke Technology Company, Palm Pioneer",
Creature in the Well,9/5/2019,3/25/2021,4/1/2021,,Flight School Studio,Flight School Studio,
The Fall,5/29/2014,3/18/2021,3/25/2021,76.0,"Over The Moon, Over The Moon Games, Knight-HD","Over The Moon, Knight-HD",
Surviving Mars,3/14/2018,3/11/2021,3/18/2021,75.0,Paradox Interactive,"Haemimont Games, Paradox Interactive",
Wargame: Red Dragon,4/17/2014,3/4/2021,3/11/2021,78.0,Focus Home Interactive,Eugen Systems,
Sunless Sea,2/5/2015,2/25/2021,3/4/2021,81.0,Failbetter Games,Failbetter Games,
Rage 2,5/14/2019,2/18/2021,2/25/2021,71.0,Bethesda Softworks,"id Software, Avalanche Studios, Virtuos, Goodbye Kansas Games, Passion Republic Games, Isbit Games",
Absolute Drift,7/24/2015,2/18/2021,2/25/2021,66.0,"Noodlecake Studios, Funselektor Labs","Noodlecake Studios, FlippFly, Funselektor Labs",
Halcyon 6 Starbase Commander,9/8/2016,2/4/2021,2/11/2021,71.0,"GHI Media, LLC, Massive Damage, Smiling Buddha Games",Massive Damage,
For the King,4/19/2018,2/4/2021,2/11/2021,78.0,"Curve Digital, IronOak Games","Curve Digital, IronOak Games",
Dandara: Trials of Fear Edition,2/6/2018,1/28/2021,2/4/2021,75.0,Raw Fury,"Raw Fury, Long Hat House",
Star Wars Battlefront II: Celebration Edition,11/17/2017,1/14/2021,1/21/2021,74.0,Electronic Arts,Electronic Arts DICE,
Crying Suns,9/14/2018,1/7/2021,1/14/2021,,"Humble Bundle, Alt Shift","Humble Bundle, Alt Shift",
Jurassic World Evolution,6/12/2018,12/31/2020,1/7/2021,71.0,Frontier Developments,Frontier Developments,
Torchlight II,9/20/2012,12/30/2020,12/31/2020,88.0,"Perfect World Entertainment, Runic Games, Perfect World","Runic Games, Perfect World Entertainment",
Solitairica,5/31/2016,12/29/2020,12/30/2020,,Righteous Hammer Games,Righteous Hammer Games,
Stranded Deep,1/23/2015,12/28/2020,12/29/2020,65.0,Beam Team,"Telltale Games, Beam Team Games",
Night in the Woods,2/21/2017,12/27/2020,12/28/2020,88.0,Finji,"Finji, bombsfall, InfiniteAmmo, Infinite Fall",
My Time at Portia,1/14/2019,12/26/2020,12/27/2020,73.0,"Team17 Digital, Nuverse, Pathea Games","Team17 Digital, Pathea Games, Nuverse",
Darkest Dungeon,1/18/2016,12/25/2020,12/26/2020,84.0,Red Hook Studios,Red Hook Studios,
Inside,6/28/2016,12/24/2020,12/25/2020,87.0,Playdead,Playdead,
Tropico 5,5/22/2014,12/23/2020,12/24/2020,75.0,Kalypso Media,"Haemimont Games, Kalypso Media",
Metro 2033 Redux,8/25/2014,12/22/2020,12/23/2020,88.0,"Deep Silver, Koch Media, FISHLABS","Deep Silver, 4A Games, Fishlabs Entertainment",
The Long Dark,9/22/2014,12/19/2020,12/20/2020,76.0,Hinterland Studio,Hinterland Studio,
